6.73545080, 21.65269357, 0.75832730, 2.76649533, 
4.18003354, 37.66598308, 1.02931389, 3.76293938, 
7.59477303, 34.80893167, 1.42438508, 2.86001338, 
5.01623547, 38.24880056, 0.86493209, 2.52658294, 
7.30201868, 24.16454478, 1.44670101, 2.68575678, 
7.65959910, 37.98399524, 1.11891347, 2.74846136, 
5.79149670, 33.50937127, 1.21029832, 3.40109181, 
6.02618833, 41.27474288, 1.20149402, 3.45273561, 
4.54217340, 26.50385597, 0.88163368, 2.83548961, 
5.21490622, 37.17808354, 1.04029161, 2.96357305, 
4.86623833, 40.40518082, 1.08123769, 3.80150931, 
6.83817940, 21.37954671, 1.47067829, 3.85534612, 
5.86131445, 37.49580703, 1.48117045, 3.71037349, 
7.02406515, 36.63017909, 1.30860818, 2.92043295, 
6.51010073, 30.88381443, 1.09030251, 3.82482692, 
5.32004575, 39.25651942, 1.46285968, 3.04897167, 
4.24034289, 39.19085166, 1.16374990, 3.77547471, 
6.67760385, 41.96093402, 1.45636835, 3.59689695, 
6.56833407, 23.45615864, 1.49951192, 2.84922027, 
7.12703982, 20.01136038, 1.02744067, 2.69893176, 
5.17242704, 23.05907879, 1.34653189, 2.67249374, 
6.13558944, 27.63379089, 1.35616960, 3.93925296, 
4.13800214, 23.50628819, 1.29547061, 3.23388637, 
5.27972083, 22.77589949, 1.28055611, 3.10752617, 
4.99184296, 43.00996176, 1.23322074, 3.25733958, 
5.67277842, 32.46751407, 1.42911886, 3.02714026, 
5.05840987, 20.48137354, 0.92855774, 3.29223990, 
4.38174020, 35.94609201, 0.83097564, 3.64897804, 
6.22315162, 28.36222459, 0.84170966, 3.23889225, 
5.46785125, 31.21883951, 0.77359508, 3.13642792, 
4.91745938, 44.98977448, 1.24085215, 2.55429004, 
6.39155533, 34.73396260, 1.24648910, 3.55690505, 
7.27151222, 36.77150558, 0.71772053, 3.15378550, 
4.49352386, 40.24371449, 0.75474806, 2.56411600, 
7.41242828, 42.59412855, 1.33340613, 3.74273561, 
6.42575092, 40.68444498, 1.28954877, 3.12729643, 
6.99613801, 20.90806126, 0.78110215, 3.69361390, 
6.34361046, 22.57479221, 0.81553533, 3.97821885, 
4.73477660, 25.46737499, 0.85493185, 2.94958452, 
6.94509039, 31.77842953, 1.10370486, 3.57844398, 
7.93263794, 31.73601140, 1.01100250, 3.39672377, 
4.42267021, 25.11504064, 0.84540690, 3.52390101, 
7.84783139, 39.53935873, 1.18865420, 3.96361612, 
4.10033805, 24.36621911, 1.06155330, 2.59254669, 
6.69808438, 21.06625261, 0.94423936, 3.75409129, 
6.08303388, 42.09897183, 0.93790621, 3.94001241, 
6.87232695, 34.49821577, 1.18513563, 2.80515868, 
6.61493420, 28.68024206, 1.15047905, 2.77980437, 
5.43160363, 38.46548484, 1.37100125, 2.96660168, 
6.53403423, 32.69215466, 0.82588035, 3.72547333, 
6.25085440, 33.11106057, 0.91748602, 3.19861874, 
7.75541092, 35.60554988, 0.97152208, 3.62761334, 
5.58215801, 38.87122791, 1.13855702, 2.73202102, 
5.37021270, 22.36374018, 1.34822219, 3.58963370, 
4.21529162, 35.43595365, 0.95607293, 2.57642659, 
7.36882206, 28.79253154, 0.72944069, 3.42916265, 
4.06392591, 25.75228908, 1.27438990, 2.87976955, 
7.77471385, 43.79057236, 0.80988940, 2.66181631, 
5.68656073, 24.80774859, 1.05924521, 3.92113066, 
6.31596128, 30.21033879, 1.40157854, 3.08433660, 
7.80188298, 40.80347448, 1.32258346, 3.88476910, 
5.31932439, 27.24176143, 1.10802973, 3.53819302, 
6.16039220, 22.11981496, 0.97834746, 2.90253424, 
5.80638167, 32.84718815, 0.90775539, 3.00837691, 
4.93177241, 26.03004288, 0.89526287, 2.64691063, 
7.16614368, 24.57159021, 0.74726459, 3.90885971, 
6.78995650, 30.67715555, 0.91062987, 3.61061201, 
5.62621524, 33.85849633, 0.73821728, 2.53811538, 
7.32301405, 42.86783205, 1.33123905, 3.30840825, 
4.81766303, 29.43002387, 1.38373816, 3.47653806, 
4.66039849, 34.22904770, 1.44100889, 3.17513034, 
7.91128937, 41.20173555, 1.39201704, 2.91814930, 
4.03709536, 23.97633711, 0.95412279, 3.26648101, 
7.47903429, 44.66212468, 1.30650861, 3.16730911, 
7.10737919, 28.15983559, 0.99507516, 3.81490088, 
7.97776507, 31.33774762, 1.01344234, 3.51097870, 
7.51363368, 27.98600102, 1.04782793, 3.66959066, 
5.13599340, 43.73458394, 1.12993668, 3.32029714, 
5.52485589, 25.57496780, 0.70310775, 2.78767601, 
7.63002995, 27.47796333, 1.00226628, 3.01461162, 
5.99205363, 26.32097970, 1.48830579, 3.05826486, 
4.32254137, 35.04691366, 0.88601271, 2.63325806, 
4.47091760, 44.26781181, 1.17765440, 3.32867084, 
5.89750021, 26.95345541, 1.21949253, 3.35440862, 
4.30289810, 44.22717356, 1.22733296, 3.67089451, 
4.56846669, 41.67894636, 1.07588460, 3.44085536, 
7.68936443, 39.96089312, 1.16783072, 3.50060924, 
5.95269442, 32.19775730, 0.78808920, 2.81996222, 
4.63306916, 36.09680337, 0.87415282, 3.09568158, 
5.08562170, 36.32227980, 1.25707405, 2.98028506, 
5.48023486, 29.23363563, 0.98619748, 2.60517545, 
5.75334861, 42.39575891, 1.09796748, 3.98773357, 
7.21863694, 38.67359487, 1.41623861, 3.83980254, 
4.71309306, 33.28035397, 1.37421647, 2.50640601, 
6.45557632, 29.51196390, 0.76986358, 3.37455771, 
7.52602704, 30.28899750, 0.79947078, 3.87966988, 
6.88437965, 43.44342803, 0.70913013, 3.46248742, 
4.77580883, 21.98007461, 1.14671826, 3.21832016, 
7.04927951, 20.53717490, 1.26517656, 2.71354823, 
6.04953428, 29.83650522, 1.41073148, 3.35935856, 
