4.91434953, 27.89519039, 7.73452215, 2.43590818, 
4.33431425, 11.61544521, 2.60816746, 4.20781735, 
5.82630040, 15.52498763, 4.27321975, 7.35078970, 
3.77314949, 44.81297013, 1.16682913, 4.94114145, 
5.74949735, 26.73932574, 3.33350032, 1.35211675, 
4.02526754, 22.86769340, 7.77911781, 6.48946212, 
5.36995030, 27.37635499, 1.97870309, 3.95872792, 
6.24777147, 36.04694933, 4.55844073, 2.63898703, 
3.86284703, 19.82644211, 9.32762118, 5.41906009, 
4.88358677, 41.59167722, 2.78319588, 5.71304743, 
8.86950432, 21.30994372, 1.34402115, 3.78008849, 
6.51721992, 11.26635660, 1.81635608, 8.12593559, 
6.05913493, 36.97470490, 2.20736241, 5.88136923, 
3.95950946, 9.14100982, 3.72595657, 3.51171782, 
7.25286516, 16.99667453, 9.98506822, 5.67993239, 
9.23661159, 40.13899342, 2.13252318, 2.11285041, 
7.10302136, 34.65055009, 4.17064680, 4.86409304, 
7.46848576, 47.05376044, 5.40568455, 4.63119401, 
3.33876109, 47.21390507, 4.83115420, 9.89139124, 
5.01235739, 8.93800045, 1.54819503, 9.72640022, 
5.30991816, 33.18652921, 9.01851473, 1.54046413, 
4.81796724, 15.72533272, 2.29194829, 7.91148924, 
5.42541443, 23.31203589, 4.70599241, 3.16514641, 
4.22792134, 14.95331884, 6.91080299, 1.73803804, 
4.18128171, 24.78829396, 9.39686355, 6.51571261, 
8.70681034, 10.13889664, 6.50448795, 9.52228750, 
9.35899095, 25.64321969, 1.99648968, 9.98087477, 
9.16348343, 5.77530689, 6.33636921, 6.92136203, 
8.61819864, 14.56161727, 7.03874548, 6.76203311, 
6.78126134, 31.06239243, 6.73833708, 5.40133038, 
6.48449365, 36.61509408, 5.44971501, 2.44515327, 
9.95092557, 34.11129428, 1.72287505, 3.82161606, 
3.60300398, 3.73141676, 9.89143163, 2.24609659, 
3.24687686, 48.68968954, 4.02262754, 5.20381100, 
6.40990963, 40.83734942, 8.81417910, 4.08847077, 
8.98932532, 18.59703531, 9.18177432, 3.39483739, 
4.44053881, 45.18222285, 6.45728389, 8.96677245, 
8.00724595, 21.94772517, 3.41793865, 3.33977247, 
5.09466373, 32.75241701, 8.65250686, 7.44164914, 
9.45567569, 47.67178414, 1.48750156, 4.59811602, 
3.04956892, 34.98944657, 4.07824926, 7.69935261, 
5.47919618, 6.03475385, 7.29968088, 2.02205026, 
7.91262652, 29.04437415, 6.00106782, 8.74109388, 
4.07968000, 24.24272965, 7.88280048, 4.38461308, 
3.65165752, 4.18917764, 8.47803585, 9.02685574, 
7.49560225, 35.79315849, 3.62731862, 6.22953963, 
7.27837076, 30.29778814, 7.56909895, 5.10348062, 
5.99423617, 37.37559031, 5.62534346, 6.10020572, 
4.29864182, 4.64035263, 2.63584980, 2.53009936, 
4.54015762, 33.96842705, 5.23934403, 1.90539029, 
6.16581409, 13.43311355, 1.68889589, 8.83780415, 
3.48605696, 30.12944072, 3.91304399, 6.15211607, 
6.61248565, 26.17236954, 2.44631519, 3.14918431, 
3.16474892, 39.47219116, 9.65250430, 5.28122513, 
4.63151248, 18.48560157, 5.02278154, 4.42491883, 
9.90078036, 38.55593804, 7.57114669, 6.31455394, 
9.83714007, 39.68252914, 1.08483225, 4.29997702, 
3.37231160, 45.72095735, 7.36294560, 8.73598936, 
9.02321675, 17.47528798, 6.84721538, 9.44213865, 
9.67874623, 49.87302316, 5.94122958, 8.26800653, 
9.53889677, 38.94582513, 6.25745689, 1.81992765, 
8.48432201, 31.67545528, 5.10345235, 2.89444106, 
3.08709609, 5.20853687, 4.87905207, 5.01833092, 
6.34000993, 43.10581019, 8.64489038, 6.98941035, 
7.63036302, 21.56551807, 8.37638946, 7.54192144, 
6.96386381, 7.36803656, 3.19377851, 8.38423083, 
8.28796102, 27.93599109, 9.73658214, 9.13948792, 
7.87477034, 20.52593456, 3.56204417, 7.82816419, 
7.17842805, 22.37833059, 6.17281477, 1.18844418, 
7.40369387, 25.13667567, 8.41022621, 7.19735326, 
5.68914146, 6.77614935, 3.02894054, 8.51493603, 
8.53854363, 19.10377761, 4.61480616, 2.86217493, 
5.65510261, 16.35018494, 2.36359064, 8.37403239, 
5.87442860, 6.70662508, 9.57337280, 4.02149708, 
6.75362840, 41.35298436, 4.41899144, 4.75511811, 
8.44815584, 23.88654566, 7.96821607, 9.74776794, 
3.75663062, 42.91190634, 6.09716669, 6.60563859, 
5.18990117, 29.62839972, 5.79215295, 2.72059133, 
8.21687946, 10.69854134, 5.71904111, 3.03152842, 
8.89697068, 17.82788269, 8.07194433, 1.68629010, 
8.77058534, 20.19827766, 5.57061294, 7.63448157, 
5.56487020, 31.43743079, 3.14643330, 3.64452728, 
6.08701310, 42.06239824, 9.46333039, 1.09453496, 
9.78418243, 46.08274189, 3.87538301, 9.28951396, 
6.87699819, 12.32749346, 3.51939793, 6.69869184, 
8.33221560, 32.43529266, 6.97876606, 8.05354963, 
7.01622807, 3.42201516, 1.41160710, 8.60431747, 
7.73335116, 28.50964958, 4.45685999, 5.96845317, 
9.61832137, 12.70954501, 2.97586111, 1.37177924, 
4.51556875, 49.28717930, 8.12130749, 3.59112065, 
6.66201993, 48.39082676, 8.92684217, 5.58785670, 
9.14912254, 44.34414756, 1.19066408, 7.11918078, 
5.12916830, 13.30208859, 7.14285115, 9.55362767, 
8.16856132, 7.73363469, 5.21244685, 5.78051137, 
4.74788269, 46.29612046, 2.81736708, 7.98119203, 
8.09641957, 37.88350313, 7.40197471, 2.31985079, 
7.61743809, 8.38169624, 8.25715753, 1.06826417, 
9.39610397, 43.78819436, 9.22713909, 9.22766410, 
3.49033073, 9.95170150, 6.59233423, 7.21887463, 
7.81551733, 14.08699534, 8.88601437, 1.46548833, 
