6.17669716, 34.05041400, 1.14857384, 3.72351221, 
5.55111208, 31.12884044, 0.72178676, 3.58984358, 
4.84344813, 37.22751410, 1.28832086, 3.32050228, 
7.71865599, 20.00781434, 0.95860941, 3.19104981, 
4.26726959, 44.85386694, 0.89786353, 3.46299285, 
7.45693425, 37.69810865, 1.37119515, 2.52458956, 
7.04456317, 42.02561584, 1.18803383, 3.03996541, 
6.59475116, 24.14350657, 1.04859339, 2.71577101, 
4.66483504, 27.89391480, 1.48618781, 3.94886278, 
5.86899396, 25.97771344, 0.85953115, 2.84271395, 
